"Statistics name :","2020 Population Census Basic Complete Tabulation on Population and Households"
"Table Number :","1-1-1"
"Title :","[Population, Households, Sex, Age and Marital status] Population by Sex - Japan, Prefectures, Municipalities (including Municipalities as of 2000)"
"Implementation date :","2020","Oct."
"Cities, Towns and Villages :","-"

"***","Data not available"
"-","Data not available"

"","","","","","","/Tabulated variable Code","2020_01","2020_01","2020_01"
"","","","","","","/Tabulated variable Auxiliary Code","-","-","-"
"","","","","","","/Tabulated variable","Population[people]","Population[people]","Population[people]"
"","","","","","","/Sex Code","0","1","2"
"","","","","","","/Sex Auxiliary Code","-","-","-"
"Time Code","Time Auxiliary Code","Time","All Municipalities (including those as of 2000) Code","All Municipalities (including those as of 2000) Auxiliary Code","All Municipalities (including those as of 2000)","/Sex","Total","Male","Female"
"2020000000","","2020","39212","","Kami-shi","","26,513","12,848","13,665"
"2020000000","","2020","39323","","(Municipalities as of 2000) Tosayamada-cho","","20,844","10,204","10,640"
"2020000000","","2020","39326","","(Municipalities as of 2000) Kahoku-cho","","4,182","1,949","2,233"
"2020000000","","2020","39328","","(Municipalities as of 2000) Monobe-son","","1,487","695","792"
"2020000000","","2020","39301","","Toyo-cho","","2,194","1,085","1,109"
"2020000000","","2020","39302","","Nahari-cho","","3,034","1,399","1,635"
"2020000000","","2020","39303","","Tano-cho","","2,498","1,174","1,324"
"2020000000","","2020","39304","","Yasuda-cho","","2,370","1,144","1,226"
"2020000000","","2020","39305","","Kitagawa-mura","","1,146","552","594"
"2020000000","","2020","39306","","Umaji-mura","","745","358","387"
"2020000000","","2020","39307","","Geisei-mura","","3,694","1,724","1,970"
"2020000000","","2020","39341","","Motoyama-cho","","3,261","1,516","1,745"
"2020000000","","2020","39344","","Otoyo-cho","","3,252","1,546","1,706"
"2020000000","","2020","39363","","Tosa-cho","","3,753","1,780","1,973"
"2020000000","","2020","39364","","Okawa-mura","","366","189","177"
"2020000000","","2020","39386","","Ino-cho","","21,374","10,179","11,195"
"2020000000","","2020","39365","","(Municipalities as of 2000) Hongawa-mura","","395","218","177"
"2020000000","","2020","39381","","(Municipalities as of 2000) Ino-cho","","19,103","9,043","10,060"
"2020000000","","2020","39385","","(Municipalities as of 2000) Gohoku-son","","1,876","918","958"
"2020000000","","2020","39387","","Niyodogawa-cho","","4,827","2,306","2,521"
"2020000000","","2020","39382","","(Municipalities as of 2000) Ikegawa-cho","","1,431","663","768"
"2020000000","","2020","39384","","(Municipalities as of 2000) Agawa-mura","","1,810","861","949"
"2020000000","","2020","39409","","(Municipalities as of 2000) Niyodo-mura","","1,586","782","804"
"2020000000","","2020","39401","","Nakatosa-cho","","6,002","2,782","3,220"
"2020000000","","2020","3940B","","(Municipalities as of 2000) Nakatosa-cho","","4,992","2,310","2,682"
"2020000000","","2020","39406","","(Municipalities as of 2000) Onomi-son","","1,010","472","538"
"2020000000","","2020","39402","","Sakawa-cho","","12,323","5,751","6,572"
"2020000000","","2020","39403","","Ochi-cho","","5,187","2,390","2,797"
"2020000000","","2020","39405","","Yusuhara-cho","","3,307","1,611","1,696"
"2020000000","","2020","39410","","Hidaka-mura","","4,812","2,282","2,530"
"2020000000","","2020","39411","","Tsuno-cho","","5,291","2,516","2,775"
"2020000000","","2020","39407","","(Municipalities as of 2000) Higashitsuno-mura","","1,884","890","994"
"2020000000","","2020","39408","","(Municipalities as of 2000) Hayama-mura","","3,407","1,626","1,781"
"2020000000","","2020","39412","","Shimanto-cho","","15,607","7,442","8,165"
"2020000000","","2020","39404","","(Municipalities as of 2000) Kubokawa-cho","","11,080","5,245","5,835"
"2020000000","","2020","39422","","(Municipalities as of 2000) Taisho-cho","","2,183","1,038","1,145"
"2020000000","","2020","39425","","(Municipalities as of 2000) Towa-son","","2,344","1,159","1,185"
"2020000000","","2020","39424","","Otsuki-cho","","4,434","2,128","2,306"
"2020000000","","2020","39427","","Mihara-mura","","1,437","690","747"
"2020000000","","2020","39428","","Kuroshio-cho","","10,262","4,944","5,318"
"2020000000","","2020","39421","","(Municipalities as of 2000) Saga-cho","","2,929","1,429","1,500"
"2020000000","","2020","39423","","(Municipalities as of 2000) Ogata-cho","","7,333","3,515","3,818"
"2020000000","","2020","40000","","Fukuoka-ken","","5,135,214","2,430,951","2,704,263"
"2020000000","","2020","40100","","Kitakyushu-shi","","939,029","443,269","495,760"
"2020000000","","2020","40101","","Kitakyushu-shi Moji-ku","","93,842","43,051","50,791"
"2020000000","","2020","40103","","Kitakyushu-shi Wakamatsu-ku","","80,533","38,307","42,226"
"2020000000","","2020","40105","","Kitakyushu-shi Tobata-ku","","57,494","28,038","29,456"
"2020000000","","2020","40106","","Kitakyushu-shi Kokurakita-ku","","183,407","86,089","97,318"
"2020000000","","2020","40107","","Kitakyushu-shi Kokuraminami-ku","","209,028","99,584","109,444"
"2020000000","","2020","40108","","Kitakyushu-shi Yahatahigashi-ku","","64,792","30,400","34,392"
"2020000000","","2020","40109","","Kitakyushu-shi Yahatanishi-ku","","249,933","117,800","132,133"
"2020000000","","2020","40130","","Fukuoka-shi","","1,612,392","761,148","851,244"
"2020000000","","2020","40131","","Fukuoka-shi Higashi-ku","","322,503","156,725","165,778"
"2020000000","","2020","40132","","Fukuoka-shi Hakata-ku","","252,034","121,654","130,380"
"2020000000","","2020","40133","","Fukuoka-shi Chuo-ku","","205,501","92,450","113,051"
"2020000000","","2020","40134","","Fukuoka-shi Minami-ku","","265,583","122,925","142,658"
"2020000000","","2020","40135","","Fukuoka-shi Nishi-ku","","212,579","100,887","111,692"
"2020000000","","2020","40136","","Fukuoka-shi Jonan-ku","","132,864","62,325","70,539"
"2020000000","","2020","40137","","Fukuoka-shi Sawara-ku","","221,328","104,182","117,146"
"2020000000","","2020","40202","","Omuta-shi","","111,281","51,262","60,019"
"2020000000","","2020","40203","","Kurume-shi","","303,316","144,522","158,794"
"2020000000","","2020","4020B","","(Municipalities as of 2000) Kurume-shi","","239,576","114,579","124,997"
"2020000000","","2020","40482","","(Municipalities as of 2000) Tanushimaru-machi","","18,363","8,628","9,735"
"2020000000","","2020","40501","","(Municipalities as of 2000) Kitano-machi","","17,015","7,885","9,130"
"2020000000","","2020","40521","","(Municipalities as of 2000) Jojima-machi","","11,135","5,229","5,906"
"2020000000","","2020","40523","","(Municipalities as of 2000) Mizuma-machi","","17,227","8,201","9,026"
"2020000000","","2020","40204","","Nogata-shi","","56,212","26,403","29,809"
"2020000000","","2020","40205","","Iizuka-shi","","126,364","60,174","66,190"
"2020000000","","2020","4020C","","(Municipalities as of 2000) Iizuka-shi","","76,307","36,610","39,697"
"2020000000","","2020","40425","","(Municipalities as of 2000) Chikuho-machi","","9,135","4,288","4,847"
"2020000000","","2020","40426","","(Municipalities as of 2000) Honami-machi","","24,970","11,686","13,284"
"2020000000","","2020","40427","","(Municipalities as of 2000) Shonai-machi","","10,596","5,129","5,467"
"2020000000","","2020","40428","","(Municipalities as of 2000) Kaita-machi","","5,356","2,461","2,895"
"2020000000","","2020","40206","","Tagawa-shi","","46,203","21,056","25,147"
"2020000000","","2020","40207","","Yanagawa-shi","","64,475","30,437","34,038"
"2020000000","","2020","4020D","","(Municipalities as of 2000) Yanagawa-shi","","33,410","15,706","17,704"
"2020000000","","2020","40562","","(Municipalities as of 2000) Yamato-machi","","13,826","6,558","7,268"
"2020000000","","2020","40563","","(Municipalities as of 2000) Mitsuhashi-machi","","17,239","8,173","9,066"
"2020000000","","2020","40210","","Yame-shi","","60,608","28,451","32,157"
"2020000000","","2020","4021B","","(Municipalities as of 2000) Yame-shi","","37,289","17,527","19,762"
"2020000000","","2020","40541","","(Municipalities as of 2000) Kurogi-machi","","9,388","4,354","5,034"
"2020000000","","2020","40542","","(Municipalities as of 2000) Joyo-machi","","2,495","1,180","1,315"
"2020000000","","2020","40543","","(Municipalities as of 2000) Tachibana-machi","","8,205","3,900","4,305"
"2020000000","","2020","40545","","(Municipalities as of 2000) Yabe-mura","","912","426","486"
"2020000000","","2020","40546","","(Municipalities as of 2000) Hoshino-mura","","2,319","1,064","1,255"
"2020000000","","2020","40211","","Chikugo-shi","","48,827","23,400","25,427"
"2020000000","","2020","40212","","Okawa-shi","","32,988","15,427","17,561"
"2020000000","","2020","40213","","Yukuhashi-shi","","71,426","34,120","37,306"
"2020000000","","2020","40214","","Buzen-shi","","24,391","11,378","13,013"
"2020000000","","2020","40215","","Nakama-shi","","40,362","18,961","21,401"
"2020000000","","2020","40216","","Ogori-shi","","59,360","27,825","31,535"
"2020000000","","2020","40217","","Chikushino-shi","","103,311","49,289","54,022"
"2020000000","","2020","40218","","Kasuga-shi","","111,023","53,099","57,924"
"2020000000","","2020","40219","","Onojo-shi","","102,085","48,887","53,198"
"2020000000","","2020","40220","","Munakata-shi","","97,095","46,143","50,952"
"2020000000","","2020","4022B","","(Municipalities as of 2000) Munakata-shi","","88,344","41,979","46,365"
"2020000000","","2020","40364","","(Municipalities as of 2000) Genkai-machi","","8,211","3,903","4,308"
"2020000000","","2020","40365","","(Municipalities as of 2000) Oshima-mura","","540","261","279"
"2020000000","","2020","40221","","Dazaifu-shi","","73,164","34,743","38,421"
"2020000000","","2020","40223","","Koga-shi","","58,786","27,924","30,862"
"2020000000","","2020","40224","","Fukutsu-shi","","67,033","31,286","35,747"
"2020000000","","2020","40362","","(Municipalities as of 2000) Fukuma-machi","","49,922","23,260","26,662"
"2020000000","","2020","40363","","(Municipalities as of 2000) Tsuyazaki-machi","","17,111","8,026","9,085"
"2020000000","","2020","40225","","Ukiha-shi","","27,981","13,145","14,836"
"2020000000","","2020","40481","","(Municipalities as of 2000) Yoshii-machi","","15,197","7,102","8,095"
"2020000000","","2020","40483","","(Municipalities as of 2000) Ukiha-machi","","12,784","6,043","6,741"
"2020000000","","2020","40226","","Miyawaka-shi","","26,298","12,379","13,919"
"2020000000","","2020","40403","","(Municipalities as of 2000) Miyata-machi","","17,900","8,347","9,553"
"2020000000","","2020","40404","","(Municipalities as of 2000) Wakamiya-machi","","8,398","4,032","4,366"
"2020000000","","2020","40227","","Kama-shi","","35,473","16,400","19,073"
"2020000000","","2020","40208","","(Municipalities as of 2000) Yamada-shi","","7,660","3,436","4,224"
"2020000000","","2020","40422","","(Municipalities as of 2000) Inatsuki-machi","","15,441","7,070","8,371"
"2020000000","","2020","40423","","(Municipalities as of 2000) Usui-machi","","4,957","2,372","2,585"
"2020000000","","2020","40424","","(Municipalities as of 2000) Kaho-machi","","7,415","3,522","3,893"
"2020000000","","2020","40228","","Asakura-shi","","50,273","23,546","26,727"
"2020000000","","2020","40209","","(Municipalities as of 2000) Amagi-shi","","37,521","17,593","19,928"
"2020000000","","2020","40441","","(Municipalities as of 2000) Haki-machi","","5,595","2,558","3,037"
"2020000000","","2020","40442","","(Municipalities as of 2000) Asakura-machi","","7,157","3,395","3,762"
"2020000000","","2020","40229","","Miyama-shi","","35,861","16,675","19,186"
"2020000000","","2020","40561","","(Municipalities as of 2000) Setaka-machi","","19,722","9,177","10,545"
"2020000000","","2020","40564","","(Municipalities as of 2000) Yamakawa-machi","","4,100","1,932","2,168"
"2020000000","","2020","40581","","(Municipalities as of 2000) Takata-machi","","12,039","5,566","6,473"
"2020000000","","2020","40230","","Itoshima-shi","","98,877","46,984","51,893"
"2020000000","","2020","40222","","(Municipalities as of 2000) Maebaru-shi","","70,673","33,776","36,897"
"2020000000","","2020","40462","","(Municipalities as of 2000) Nijo-machi","","12,100","5,541","6,559"
"2020000000","","2020","40463","","(Municipalities as of 2000) Shima-machi","","16,104","7,667","8,437"
"2020000000","","2020","40231","","Nakagawa-shi","","50,112","24,194","25,918"
"2020000000","","2020","40305","","(Municipalities as of 2000) Nakagawa-machi","","50,112","24,194","25,918"
"2020000000","","2020","40341","","Umi-machi","","37,671","18,964","18,707"
"2020000000","","2020","40342","","Sasaguri-machi","","31,209","15,014","16,195"
"2020000000","","2020","40343","","Shime-machi","","46,377","22,291","24,086"
"2020000000","","2020","40344","","Sue-machi","","28,628","13,760","14,868"
"2020000000","","2020","40345","","Shingu-machi","","32,927","15,894","17,033"
"2020000000","","2020","40348","","Hisayama-machi","","9,068","4,281","4,787"
"2020000000","","2020","40349","","Kasuya-machi","","48,190","23,840","24,350"
"2020000000","","2020","40381","","Ashiya-machi","","13,545","6,629","6,916"
"2020000000","","2020","40382","","Mizumaki-machi","","28,114","13,074","15,040"
"2020000000","","2020","40383","","Okagaki-machi","","31,007","14,481","16,526"
"2020000000","","2020","40384","","Onga-cho","","18,723","8,795","9,928"
"2020000000","","2020","40401","","Kotake-machi","","7,151","3,406","3,745"
"2020000000","","2020","40402","","Kurate-machi","","15,080","7,074","8,006"
"2020000000","","2020","40421","","Keisen-machi","","12,878","6,018","6,860"
"2020000000","","2020","40447","","Chikuzen-machi","","29,591","14,061","15,530"
"2020000000","","2020","40443","","(Municipalities as of 2000) Miwa-machi","","13,720","6,389","7,331"
"2020000000","","2020","40444","","(Municipalities as of 2000) Yasu-machi","","15,871","7,672","8,199"
"2020000000","","2020","40448","","Toho-mura","","1,899","868","1,031"
"2020000000","","2020","40445","","(Municipalities as of 2000) Koishiwara-mura","","765","344","421"
"2020000000","","2020","40446","","(Municipalities as of 2000) Hoshuyama-mura","","1,134","524","610"
"2020000000","","2020","40503","","Tachiarai-machi","","15,521","7,438","8,083"
"2020000000","","2020","40522","","Oki-machi","","13,820","6,545","7,275"
"2020000000","","2020","40544","","Hirokawa-machi","","19,969","9,589","10,380"
"2020000000","","2020","40601","","Kawara-machi","","10,191","4,737","5,454"
"2020000000","","2020","40602","","Soeda-machi","","8,801","4,128","4,673"
"2020000000","","2020","40604","","Itoda-machi","","8,407","3,843","4,564"
"2020000000","","2020","40605","","Kawasaki-machi","","15,176","6,918","8,258"
"2020000000","","2020","40608","","Oto-machi","","5,008","2,262","2,746"
"2020000000","","2020","40609","","Aka-mura","","2,774","1,295","1,479"
"2020000000","","2020","40610","","Fukuchi-machi","","21,398","9,984","11,414"
"2020000000","","2020","40603","","(Municipalities as of 2000) Kanada-machi","","6,795","3,142","3,653"
"2020000000","","2020","40606","","(Municipalities as of 2000) Akaike-machi","","7,869","3,702","4,167"
"2020000000","","2020","40607","","(Municipalities as of 2000) Hojo-machi","","6,734","3,140","3,594"
"2020000000","","2020","40621","","Kanda-machi","","37,684","19,639","18,045"
"2020000000","","2020","40625","","Miyako-machi","","18,825","8,803","10,022"
"2020000000","","2020","40622","","(Municipalities as of 2000) Saigawa-machi","","5,301","2,534","2,767"
"2020000000","","2020","40623","","(Municipalities as of 2000) Katsuyama-machi","","6,268","2,863","3,405"
"2020000000","","2020","40624","","(Municipalities as of 2000) Toyotsu-machi","","7,256","3,406","3,850"
"2020000000","","2020","40642","","Yoshitomi-machi","","6,536","3,068","3,468"
"2020000000","","2020","40646","","Koge-machi","","7,251","3,453","3,798"
"2020000000","","2020","40644","","(Municipalities as of 2000) Shinyoshitomi-mura","","3,962","1,881","2,081"
"2020000000","","2020","40645","","(Municipalities as of 2000) Taihei-mura","","3,289","1,572","1,717"
"2020000000","","2020","40647","","Chikujo-machi","","17,189","8,272","8,917"
"2020000000","","2020","40641","","(Municipalities as of 2000) Shiida-machi","","10,050","4,921","5,129"
"2020000000","","2020","40643","","(Municipalities as of 2000) Tsuiki-machi","","7,139","3,351","3,788"
"2020000000","","2020","41000","","Saga-ken","","811,442","384,451","426,991"
"2020000000","","2020","41201","","Saga-shi","","233,301","110,191","123,110"
